City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Darhan,MN,2020-11-09 02:57:51,49.49,105.92,35.8,76,0,7.43
305,Port Hedland,AU,2020-11-09 02:57:51,-20.32,118.57,91.4,46,0,16.11
306,Kangaatsiaq,GL,2020-11-09 02:57:51,68.31,-53.46,18.3,85,100,16.78
307,Sturgeon Bay,US,2020-11-09 02:53:44,44.83,-87.38,59.0,87,1,10.29
308,Kokomo,US,2020-11-09 02:54:40,40.49,-86.13,64.0,67,1,5.82
309,Ha Giang,VN,2020-11-09 02:57:52,22.83,104.98,77.31,35,0,3.71
310,Paamiut,GL,2020-11-09 02:57:52,61.99,-49.67,22.95,88,100,44.36
311,Skjervoy,NO,2020-11-09 02:57:52,70.03,20.97,42.69,72,100,30.98
312,Vieques,PR,2020-11-09 02:57:52,18.43,-65.83,75.2,100,40,6.93
313,Mehamn,NO,2020-11-09 02:57:52,71.04,27.85,34.09,89,97,9.15
314,Evensk,RU,2020-11-09 02:57:53,61.95,159.23,11.16,88,99,11.86
315,Malibu,US,2020-11-09 02:57:53,34.01,-118.81,55.0,70,0,5.99
316,San Juan,AR,2020-11-09 02:53:31,-31.54,-68.54,74.16,48,84,12.06
317,Bayir,TR,2020-11-09 02:57:53,37.27,28.22,48.2,87,0,2.24
318,San Luis,AR,2020-11-09 02:57:53,-33.3,-66.34,66.16,57,34,6.24
319,Payo,ID,2020-11-09 02:57:53,-3.75,103.64,88.14,54,75,3.78
320,Konevo,RU,2020-11-09 02:57:54,62.12,39.32,29.79,93,47,9.1
321,Hofn,IS,2020-11-09 02:57:54,64.25,-15.21,41.22,79,100,11.07
322,Severo-Yeniseyskiy,RU,2020-11-09 02:57:54,60.37,93.04,34.83,93,100,17.2
323,Cuamba,MZ,2020-11-09 02:57:54,-14.8,36.54,73.96,66,6,6.49
324,Kumluca,TR,2020-11-09 02:57:54,36.37,30.29,67.23,32,5,6.85
325,Presidente Epitacio,BR,2020-11-09 02:57:54,-21.76,-52.12,80.82,31,0,4.27
326,Peyima,SL,2020-11-09 02:57:55,8.7,-11.03,66.97,98,4,0.94
327,Fort Nelson,CA,2020-11-09 02:57:55,58.81,-122.7,14.0,92,75,2.35
328,Narsaq,GL,2020-11-09 02:57:55,60.92,-46.05,30.2,86,100,2.33
329,Isiro,CD,2020-11-09 02:57:55,2.77,27.62,65.05,98,100,1.59
330,Beloha,MG,2020-11-09 02:57:55,-25.17,45.05,75.92,52,0,11.05
331,Balila,JO,2020-11-09 02:57:56,32.39,35.94,55.4,71,20,8.16
332,Cheremshan,RU,2020-11-09 02:57:56,54.67,51.5,32.31,92,96,13.44
333,Tsivilsk,RU,2020-11-09 02:57:56,55.86,47.47,33.8,80,75,13.42
334,Burnie,AU,2020-11-09 02:57:56,-41.07,145.92,63.0,54,63,15.01
335,Nouakchott,MR,2020-11-09 02:57:57,18.09,-15.98,75.2,69,2,9.17
336,Garwolin,PL,2020-11-09 02:57:57,51.9,21.61,44.01,47,0,4.88
337,Sao Desiderio,BR,2020-11-09 02:57:57,-12.36,-44.97,72.16,77,0,3.6
338,Ouango,CF,2020-11-09 02:57:57,4.31,22.56,70.56,83,100,1.68
339,Mattru,SL,2020-11-09 02:57:57,7.62,-11.83,73.13,98,34,0.76
340,Benjamin Constant,BR,2020-11-09 02:53:07,-4.38,-70.03,75.2,100,75,2.24
341,Boqueirao,BR,2020-11-09 02:57:58,-7.5,-36.13,75.2,78,40,10.29
342,Fortuna,US,2020-11-09 02:54:16,40.6,-124.16,48.0,65,1,10.29
343,Strezhevoy,RU,2020-11-09 02:57:58,60.73,77.59,32.0,97,75,8.95
344,Gat,IL,2020-11-09 02:57:58,31.61,34.76,64.0,87,40,5.82
345,San Carlos De Bariloche,AR,2020-11-09 02:57:16,-41.15,-71.31,51.8,93,40,8.05
346,Killybegs,IE,2020-11-09 02:57:59,54.63,-8.45,55.0,93,100,7.0
347,Christchurch,NZ,2020-11-09 02:57:59,-43.53,172.63,59.0,47,86,12.75
348,Rodrigues Alves,BR,2020-11-09 02:57:59,-7.74,-72.65,74.23,85,58,1.3
349,Camana,PE,2020-11-09 02:57:59,-16.62,-72.71,63.37,79,49,4.99
350,Bassila,BJ,2020-11-09 02:57:59,9.01,1.67,73.89,39,64,2.48
351,Iquitos,PE,2020-11-09 02:57:59,-3.75,-73.25,77.0,94,100,2.24
352,Malayal,PH,2020-11-09 02:58:00,7.21,121.94,86.0,70,75,4.7
353,Lufilufi,WS,2020-11-09 02:58:00,-13.87,-171.6,78.8,94,90,9.17
354,Weiser,US,2020-11-09 02:56:59,44.25,-116.97,37.4,55,90,11.41
355,Havelock,US,2020-11-09 02:54:29,34.88,-76.9,66.99,88,1,13.87
356,Biak,ID,2020-11-09 02:58:00,-0.91,122.88,85.28,57,17,9.37
357,Vilhena,BR,2020-11-09 02:58:01,-12.74,-60.15,69.84,92,56,4.61
358,Srednekolymsk,RU,2020-11-09 02:58:01,67.45,153.68,-5.17,91,99,4.83
359,Port Keats,AU,2020-11-09 02:58:01,-14.25,129.55,92.32,51,95,10.49
360,Turukhansk,RU,2020-11-09 02:58:01,65.82,87.98,32.88,98,100,16.08
361,Mubarakpur,IN,2020-11-09 02:55:45,26.09,83.29,73.62,36,0,2.55
362,Horta,PT,2020-11-09 02:58:01,38.53,-28.63,60.48,66,45,13.42
363,Benguela,AO,2020-11-09 02:58:02,-12.58,13.41,76.91,77,84,4.72
364,Ballina,AU,2020-11-09 02:58:02,-28.87,153.57,72.0,60,90,16.11
365,Rahuri,IN,2020-11-09 02:58:02,19.38,74.65,69.49,45,0,4.05
366,Elancourt,FR,2020-11-09 02:58:02,48.78,1.96,53.6,93,90,2.24
367,Geraldton,AU,2020-11-09 02:58:02,-28.77,114.6,75.2,53,40,23.04
368,Maneadero,MX,2020-11-09 02:58:03,31.72,-116.57,57.99,84,86,5.01
369,Maceio,BR,2020-11-09 02:56:09,-9.67,-35.74,77.0,83,75,3.36
370,Torit,SS,2020-11-09 02:58:03,4.41,32.57,71.78,86,95,2.46
371,Kailua,US,2020-11-09 02:58:03,21.4,-157.74,82.4,58,40,13.87
372,Forio,IT,2020-11-09 02:58:03,40.73,13.86,55.99,93,0,2.24
373,Erzin,TR,2020-11-09 02:58:03,36.96,36.2,63.0,48,68,11.99
374,San Martin,AR,2020-11-09 02:58:04,-33.08,-68.47,75.2,47,40,4.7
375,Santa Ines,BR,2020-11-09 02:58:04,-3.67,-45.38,76.75,86,3,3.83
376,Cayenne,GF,2020-11-09 02:57:08,4.93,-52.33,80.6,88,20,5.82
377,Rundu,NA,2020-11-09 02:58:04,-17.93,19.77,69.64,63,97,5.06
378,Sorland,NO,2020-11-09 02:58:04,67.67,12.69,42.87,72,72,27.04
379,Pimenta Bueno,BR,2020-11-09 02:58:04,-11.67,-61.19,73.45,92,65,3.36
380,Quelimane,MZ,2020-11-09 02:58:05,-17.88,36.89,78.8,83,0,9.17
381,Peniche,PT,2020-11-09 02:58:05,39.36,-9.38,57.99,90,3,4.0
382,Kirkuk,IQ,2020-11-09 02:57:26,35.47,44.39,67.14,45,88,10.69
383,Tailai,CN,2020-11-09 02:58:05,46.38,123.4,28.87,69,0,7.9
384,Hirado,JP,2020-11-09 02:58:05,33.36,129.55,60.8,44,20,12.75
385,Montes Claros,BR,2020-11-09 02:58:06,-16.73,-43.86,70.83,81,78,1.1
386,Yumen,CN,2020-11-09 02:58:06,40.28,97.2,46.9,35,0,4.9
387,Itamaraju,BR,2020-11-09 02:58:06,-17.04,-39.53,68.76,96,99,2.8
388,Grand Forks,US,2020-11-09 02:58:06,47.94,-97.43,53.6,71,1,20.8
389,Cotonou,BJ,2020-11-09 02:58:07,6.37,2.42,80.6,88,20,5.82
390,Machali,CL,2020-11-09 02:58:07,-34.18,-70.67,60.03,63,45,1.32
391,Nyurba,RU,2020-11-09 02:58:07,63.28,118.33,5.52,87,59,6.08
392,Richards Bay,ZA,2020-11-09 02:58:07,-28.78,32.04,72.45,89,87,7.92
393,Ellisras,ZA,2020-11-09 02:58:07,-23.66,27.74,78.42,40,5,4.27
394,Puerto Escondido,MX,2020-11-09 02:58:07,15.85,-97.07,80.6,78,75,3.36
395,Shibata,JP,2020-11-09 02:58:08,37.95,139.33,50.0,71,75,25.28
396,Port Hardy,CA,2020-11-09 02:54:32,50.7,-127.42,44.6,66,20,4.7
397,Mahebourg,MU,2020-11-09 02:58:08,-20.41,57.7,73.4,88,40,11.41
398,Bremerton,US,2020-11-09 02:56:46,47.57,-122.63,42.01,38,1,6.93
399,Tomatlan,MX,2020-11-09 02:58:08,19.93,-105.25,72.23,92,21,1.81
400,Balakhta,RU,2020-11-09 02:58:08,55.38,91.6,34.36,89,100,3.8
401,Miram Shah,PK,2020-11-09 02:58:09,33.01,70.07,62.29,26,18,3.71
402,Sloboda,RU,2020-11-09 02:58:09,51.14,40.3,46.0,86,100,9.24
403,Aswan,EG,2020-11-09 02:54:07,24.09,32.91,62.1,47,0,4.34
404,Diego De Almagro,CL,2020-11-09 02:58:09,-26.37,-70.05,55.78,56,0,1.23
405,Gao,ML,2020-11-09 02:58:09,16.64,1.64,72.52,24,0,14.83
406,Ngunguru,NZ,2020-11-09 02:58:09,-35.62,174.5,66.99,67,100,11.99
407,Sawtell,AU,2020-11-09 02:58:10,-30.38,153.1,68.0,68,90,12.75
408,Svetlogorsk,BY,2020-11-09 02:58:10,52.63,29.73,38.64,96,2,4.29
409,Aguascalientes,MX,2020-11-09 02:55:11,21.88,-102.3,66.2,29,5,5.82
410,Puerto Penasco,MX,2020-11-09 02:55:37,31.32,-113.53,69.01,59,0,8.99
411,Quesnel,CA,2020-11-09 02:58:10,53.0,-122.5,24.8,62,1,2.57
412,Shache,CN,2020-11-09 02:58:11,38.42,77.24,47.61,38,100,3.13
413,Qasigiannguit,GL,2020-11-09 02:58:11,68.82,-51.19,14.0,61,100,4.7
414,Mugango,TZ,2020-11-09 02:58:11,-1.68,33.7,71.6,83,75,3.49
415,Inverell,AU,2020-11-09 02:58:11,-29.78,151.12,77.0,41,0,5.99
416,Shingu,JP,2020-11-09 02:58:11,33.73,135.98,62.6,45,40,14.99
417,New Glasgow,CA,2020-11-09 02:58:11,45.58,-62.65,42.8,78,100,8.05
418,Takestan,IR,2020-11-09 02:58:12,36.07,49.7,35.6,100,1,2.24
419,Dokka,NO,2020-11-09 02:58:12,60.84,10.06,33.01,98,85,0.76
420,Zaltan,LY,2020-11-09 02:58:12,32.95,11.87,64.18,68,0,4.54
421,Opuwo,NA,2020-11-09 02:58:12,-18.06,13.84,62.11,53,17,1.63
422,Tamayong,PH,2020-11-09 02:58:12,7.13,125.38,87.8,62,40,1.12
423,Fuzhou,CN,2020-11-09 02:54:20,26.06,119.31,69.8,46,20,26.84
424,San Andres,CO,2020-11-09 02:58:12,12.58,-81.7,78.8,88,40,4.7
425,Solnechnyy,RU,2020-11-09 02:58:13,50.72,136.63,16.09,78,22,6.42
426,Hailar,CN,2020-11-09 02:58:13,49.2,119.7,16.86,88,0,1.48
427,Sao Joao Do Piaui,BR,2020-11-09 02:58:13,-8.36,-42.25,79.36,61,0,9.69
428,Arman,RU,2020-11-09 02:58:13,59.7,150.17,11.19,85,97,13.73
429,Axim,GH,2020-11-09 02:58:13,4.87,-2.24,77.77,84,99,5.19
430,Mareeba,AU,2020-11-09 02:58:13,-17.0,145.43,88.0,40,33,20.8
431,Lata,PT,2020-11-09 02:58:14,40.16,-8.33,57.0,92,6,3.65
432,Wawa,NG,2020-11-09 02:58:14,9.9,4.42,73.49,32,96,3.94
433,Samarai,PG,2020-11-09 02:58:14,-10.62,150.67,79.25,86,100,15.73
434,Poronaysk,RU,2020-11-09 02:58:14,49.22,143.12,29.62,82,42,11.12
435,Salalah,OM,2020-11-09 02:58:14,17.02,54.09,73.4,56,0,3.36
436,Waipawa,NZ,2020-11-09 02:58:14,-41.41,175.52,57.2,62,99,26.4
437,At-Bashi,KG,2020-11-09 02:54:20,41.17,75.81,36.61,56,26,0.96
438,Ahipara,NZ,2020-11-09 02:58:15,-35.17,173.17,59.79,82,97,12.19
439,San Miguel,SV,2020-11-09 02:58:15,13.48,-88.18,73.58,94,100,2.46
440,Bagdarin,RU,2020-11-09 02:58:15,54.43,113.6,21.97,87,82,0.38
441,Port-Cartier,CA,2020-11-09 02:58:15,50.03,-66.87,30.0,86,90,3.36
442,Chernyshkovskiy,RU,2020-11-09 02:58:15,48.42,42.23,47.28,88,100,9.91
443,Ketchikan,US,2020-11-09 02:58:16,55.34,-131.65,41.0,74,90,9.17
444,Shaikhpura,IN,2020-11-09 02:58:16,25.15,85.85,72.03,46,0,5.95
445,Padang,ID,2020-11-09 02:58:16,-0.95,100.35,84.47,64,67,2.64
446,Katsuura,JP,2020-11-09 02:58:16,35.13,140.3,61.0,38,75,8.05
447,Bubaque,GW,2020-11-09 02:58:16,11.28,-15.83,83.41,78,25,10.07
448,Mata,PT,2020-11-09 02:58:16,40.68,-7.46,52.0,95,42,3.0
449,Catamarca,AR,2020-11-09 02:58:17,-28.47,-65.79,72.0,64,18,5.99
450,Namatanai,PG,2020-11-09 02:58:17,-3.67,152.43,85.08,67,100,2.57
451,Brooks,CA,2020-11-09 02:58:17,50.58,-111.89,17.6,85,100,23.04
452,North Myrtle Beach,US,2020-11-09 02:55:27,33.82,-78.68,70.0,88,1,10.29
453,Kidal,ML,2020-11-09 02:58:17,18.44,1.41,69.3,29,0,12.19
454,Nara,JP,2020-11-09 02:54:29,34.69,135.8,64.99,48,20,8.05
455,Umm Lajj,SA,2020-11-09 02:58:18,25.02,37.27,73.29,59,0,8.88
456,Gornopravdinsk,RU,2020-11-09 02:58:18,60.05,69.9,28.36,99,100,3.74
457,Vizinga,RU,2020-11-09 02:58:18,61.07,50.1,32.68,96,100,10.65
458,Karratha,AU,2020-11-09 02:58:18,-20.74,116.85,90.14,25,0,15.97
459,Lincoln,US,2020-11-09 02:56:38,40.8,-96.67,66.99,59,1,26.4
460,Uvalde,US,2020-11-09 02:58:19,29.37,-99.77,71.01,64,1,4.7
461,Salumbar,IN,2020-11-09 02:58:19,24.13,74.05,71.37,31,0,3.85
462,Hualmay,PE,2020-11-09 02:58:19,-11.1,-77.61,60.89,86,40,8.43
463,Walvis Bay,NA,2020-11-09 02:58:19,-22.96,14.51,59.0,87,71,1.12
464,Mapiripan,CO,2020-11-09 02:58:19,2.89,-72.13,75.24,91,92,4.65
465,Ganta,LR,2020-11-09 02:58:20,7.3,-8.53,67.6,92,87,1.79
466,Lovington,US,2020-11-09 02:58:20,32.94,-103.35,69.8,46,75,18.34
467,Tazovskiy,RU,2020-11-09 02:58:20,67.47,78.7,9.59,96,96,8.39
468,Katakwi,UG,2020-11-09 02:58:20,1.89,33.97,65.12,96,100,3.98
469,Ugoofaaru,MV,2020-11-09 02:58:20,5.67,73.0,83.55,74,90,7.7
470,Adrar,MR,2020-11-09 02:58:20,20.5,-10.07,78.33,17,3,6.89
471,Takapau,NZ,2020-11-09 02:58:20,-40.03,176.35,48.99,92,100,4.0
472,Fredericton,CA,2020-11-09 02:58:04,45.95,-66.67,41.0,80,90,2.24
473,Korla,CN,2020-11-09 02:58:21,41.76,86.15,46.94,44,10,1.97
474,Sao Gabriel Da Cachoeira,BR,2020-11-09 02:58:21,-0.13,-67.09,74.28,97,75,1.92
475,Merauke,ID,2020-11-09 02:58:21,-8.47,140.33,85.5,71,36,10.96
476,Thinadhoo,MV,2020-11-09 02:58:22,0.53,72.93,84.02,74,90,9.84
477,Vanavara,RU,2020-11-09 02:58:22,60.34,102.28,33.89,91,100,7.85
478,Quatre Cocos,MU,2020-11-09 02:58:22,-20.21,57.76,75.0,88,40,11.41
479,Mount Gambier,AU,2020-11-09 02:58:22,-37.83,140.77,82.4,23,100,17.22
480,Stornoway,GB,2020-11-09 02:58:22,58.21,-6.39,53.01,93,62,4.7
481,Puerto Del Rosario,ES,2020-11-09 02:58:23,28.5,-13.86,64.4,82,0,6.93
482,Mountain Home,US,2020-11-09 02:54:19,43.13,-115.69,30.2,100,90,12.75
483,Saint-Joseph,RE,2020-11-09 02:58:23,-21.37,55.62,73.4,64,0,3.36
484,Tautira,PF,2020-11-09 02:58:23,-17.73,-149.15,80.6,65,90,11.41
485,Jacqueville,CI,2020-11-09 02:58:23,5.21,-4.41,77.0,94,20,2.24
486,Xuanzhou,CN,2020-11-09 02:58:23,30.95,118.76,63.3,48,0,8.23
487,Ausa,ES,2020-11-09 02:53:58,41.93,2.25,48.99,96,96,2.3
488,Bereda,ES,2020-11-09 02:58:24,43.27,-7.54,54.0,91,55,4.0
489,Paralimni,CY,2020-11-09 02:58:24,35.04,33.98,66.2,72,40,9.17
490,Synya,RU,2020-11-09 02:58:24,65.37,58.04,26.94,98,100,8.19
491,Mbandaka,CD,2020-11-09 02:58:24,0.05,18.26,71.17,96,100,1.81
492,Vuktyl,RU,2020-11-09 02:58:24,63.86,57.31,28.74,98,100,10.74
493,Trapani,IT,2020-11-09 02:58:25,37.83,12.67,64.0,81,0,2.24
494,Chernyshevskiy,RU,2020-11-09 02:58:25,63.01,112.47,13.78,97,100,6.62
495,Husavik,IS,2020-11-09 02:54:21,66.04,-17.34,28.4,79,0,2.24
496,Matagami,CA,2020-11-09 02:58:25,49.75,-77.63,42.8,100,1,4.7
497,Saquarema,BR,2020-11-09 02:58:25,-22.92,-42.51,71.6,100,90,8.05
498,Saint-Francois,FR,2020-11-09 02:58:25,46.42,3.91,45.0,93,0,2.24
499,Maroantsetra,MG,2020-11-09 02:58:26,-15.43,49.73,71.96,83,72,3.74
500,Olinda,BR,2020-11-09 02:58:26,-8.01,-34.86,75.2,100,75,9.17
501,Lively,CA,2020-11-09 02:58:26,46.43,-81.15,50.0,87,5,10.29
502,Pitimbu,BR,2020-11-09 02:58:26,-7.47,-34.81,75.2,100,75,8.05
503,Praia Da Vitoria,PT,2020-11-09 02:58:26,38.73,-27.07,59.0,87,20,6.24
504,Mana,GF,2020-11-09 02:58:27,5.66,-53.78,78.66,84,0,10.69
505,Bukama,CD,2020-11-09 02:58:27,-9.2,25.85,70.77,81,100,1.66
506,Harper,LR,2020-11-09 02:58:27,4.38,-7.72,78.39,83,96,6.31
507,Verdun,FR,2020-11-09 02:58:27,49.25,5.33,48.99,96,75,5.53
508,Bentiu,SS,2020-11-09 02:58:27,9.23,29.83,72.66,43,0,2.68
509,Owando,CG,2020-11-09 02:58:27,-0.48,15.9,69.57,99,100,1.88
510,Ixtapa,MX,2020-11-09 02:58:28,20.7,-105.2,80.01,83,5,2.75
511,Kulhudhuffushi,MV,2020-11-09 02:58:28,6.62,73.07,82.99,78,22,12.41
512,Aasiaat,GL,2020-11-09 02:58:28,68.71,-52.87,5.29,90,100,8.7
513,Aykhal,RU,2020-11-09 02:58:28,66.0,111.5,1.4,84,90,6.71
514,Mananjary,MG,2020-11-09 02:58:28,-21.22,48.33,72.48,82,22,3.49
515,Vao,NC,2020-11-09 02:58:28,-22.67,167.48,70.79,77,8,19.53
516,Kawalu,ID,2020-11-09 02:58:28,-7.38,108.21,83.32,67,76,3.85
517,Paita,PE,2020-11-09 02:58:29,-5.09,-81.11,62.89,85,47,9.91
518,Sangar,RU,2020-11-09 02:58:29,63.92,127.47,-12.68,87,0,3.8
519,Henties Bay,NA,2020-11-09 02:58:29,-22.12,14.28,59.0,91,93,12.08
520,Cairns,AU,2020-11-09 02:58:09,-16.92,145.77,88.0,40,65,20.8
521,Quimper,FR,2020-11-09 02:58:29,48.0,-4.1,55.4,100,96,3.36
522,Boguchany,RU,2020-11-09 02:58:29,58.38,97.45,38.37,76,100,10.31
523,Lasa,IT,2020-11-09 02:58:30,46.62,10.7,35.6,54,0,4.7
524,Veinticinco De Mayo,AR,2020-11-09 02:58:30,-35.43,-60.17,64.99,70,92,3.0
525,Keizer,US,2020-11-09 02:55:34,44.99,-123.03,39.0,69,1,4.7
526,Labuhan,ID,2020-11-09 02:58:30,-6.88,112.21,89.13,53,72,5.97
527,Severnyy,RU,2020-11-09 02:58:30,50.68,36.55,43.43,100,75,8.95
528,Talcahuano,CL,2020-11-09 02:58:30,-36.72,-73.12,53.6,81,0,10.29
529,Raudeberg,NO,2020-11-09 02:58:31,61.99,5.14,46.0,90,100,2.48
530,Teshie,GH,2020-11-09 02:58:31,5.58,-0.11,79.99,81,69,7.76
531,Gunnedah,AU,2020-11-09 02:58:31,-30.98,150.25,75.2,33,6,8.05
532,Kirakira,SB,2020-11-09 02:58:31,-10.45,161.92,84.06,75,92,2.77
533,Wajima,JP,2020-11-09 02:58:31,37.4,136.9,48.2,76,75,5.82
534,Saint-Pierre,RE,2020-11-09 02:58:31,-21.34,55.48,73.4,64,0,3.36
535,Zhigansk,RU,2020-11-09 02:58:32,66.77,123.37,-13.29,89,36,7.49
536,Sola,VU,2020-11-09 02:58:32,-13.88,167.55,81.23,80,100,10.25
537,Izumo,JP,2020-11-09 02:58:32,35.37,132.77,59.0,47,75,16.11
538,Nueva Loja,EC,2020-11-09 02:58:32,0.08,-76.88,71.82,88,60,2.21
539,San Ignacio,BZ,2020-11-09 02:58:32,17.16,-89.07,75.2,94,0,3.38
540,Rorvik,NO,2020-11-09 02:58:32,64.86,11.24,47.75,76,78,23.38
541,Honiara,SB,2020-11-09 02:58:33,-9.43,159.95,89.6,70,20,11.41
542,Chabahar,IR,2020-11-09 02:58:33,25.29,60.64,75.94,76,0,5.77
543,Sembe,CG,2020-11-09 02:58:33,1.65,14.58,69.51,95,100,1.92
544,Colton,US,2020-11-09 02:58:33,34.07,-117.31,51.8,76,90,4.7
545,Pincher Creek,CA,2020-11-09 02:56:00,49.48,-113.95,17.6,92,100,9.17
546,Muros,ES,2020-11-09 02:58:34,42.78,-9.06,55.99,93,75,8.05
547,Muyezerskiy,RU,2020-11-09 02:58:34,63.93,31.65,30.99,96,2,12.1
548,Najran,SA,2020-11-09 02:58:34,17.49,44.13,62.6,36,0,1.21
549,Antalaha,MG,2020-11-09 02:58:34,-14.9,50.28,71.38,86,99,8.39
550,Nuuk,GL,2020-11-09 02:53:35,64.18,-51.72,15.8,61,99,17.22
551,Rio Claro,BR,2020-11-09 02:58:34,-22.41,-47.56,71.6,49,0,4.7
